source,custom_id,author,index,table_content
Gutenberg,Mayer__Brantz-49538_MexicoAztecSpanish.txt-4,Mayer Brantz,,"COMPARATIVE RESUMÃ NO. 2. Value of the imports into the republic, $21,139,234..83 "" "" exports from the republic, 11,032,835..36 --------------- Excess of imports above exports, $10,106,399..47 =============== COMPARATIVE RESUMÃ NO. 3. Duties. Value of Articles. Imports, $6,297,686..30 $21,139,234..86 Deduct $557,76..16 charged to the Vera Cruz custom house for income of previous years not collected in 1844, and which sum is calculated on 30 per cent. duties, 557,767..16 1,859,223..86 -------------- --------------- $5,739,919..14 $19,280,011..00 ============== Value of exports deducted, 11,032,835..36 --------------- Effective excess of imports in 1844, $8,247,175..64 =============== COMPARATIVE RESUMÃ NO. 4. There were coined in the Mexican mints in 1844, $13,732,861..04 There were exported in money, 8,739,220..00 --------------- Difference in favor of the mint, $4,993,641..04 ==============="
Gutenberg,Day__Clive-70410_Ahistoryof.txt-6,Day Clive,,"CHAPTER LV THE UNITED KINGDOM, 1914-1920 =727. Statistics of English trade, 1913-1919.= Statistics of the general trade of the United Kingdom in the war period are given in the following table, to which is added a column showing the excess value of the imports of merchandise and a column showing the excess value of the import (I), or export (E), of gold. (Figures in millions of pounds sterling.) ========================================================= Total Domestic Foreign Excess Excess imports exports exports imports gold ------- --------- ---------- --------- --------- -------- 1913 769 525 110 134 I 13 1914 697 431 95 170 I 28 1915 852 385 99 368 E 29 1916 949 506 98 345 E 21 1917 1,064 527 70 467 E 150 1918 1,316 501 31 790 I 51 1919 1,626 799 165 662  ========================================================="
Gutenberg,Munsell__A__H___Albert_Henry_-26054_AColorNotation.txt-18,Munsell A H  Albert Henry ,,"EXPRESSION of color.+ (49) Matching and imitation of hues (using stuffs, crayons, and paints). Matching and imitation of values and hues (using stuffs, crayons, and paints). Matching and imitation of chromas, values, and hues (using stuffs, crayons, and paints). Notation of color. Value V Hue ------"
Gutenberg,Platt__Dwight_R___1931_-33545_Foodofthe.txt-3,Platt Dwight R  1931 ,,"TABLE 1. AVERAGE, MAXIMUM, AND MINIMUM PERCENTAGES OF FOOD RESIDUES IN PELLETS COLLECTED IN EASTERN HARVEY COUNTY, IN 1953.  April June June 29- July July 27- Aug. Sept. 6-19 15-28 July 12 13-26 Aug. 9 10-23 7-20 -------------+-------+-------+--------+-------+--------+-------+------- Number of pellets 9 7 6 19 18 5 57 -------------+-------+-------+--------+-------+--------+-------+------- No. of Collections 1 4 4 4 4 2 5 -------------+-------+-------+--------+-------+--------+-------+------- 18.2 34.4 1.7 35.7 28.5 29.0 23.4 wheat (90-5) (99-50) (10) (80-10) (80-5) (55-20) (100-5) -------------+-------+-------+--------+-------+--------+-------+------- 2.0 10.7 sorghum (35) (90-10) -------------+-------+-------+--------+-------+--------+-------+------- 72.6 1.6 oats (99-50) (30) -------------+-------+-------+--------+-------+--------+-------+------- sunflower seed -------------+-------+-------+--------+-------+--------+-------+------- corn -------------+-------+-------+--------+-------+--------+-------+------- .5 44.6 28.6 4.8 grass seed (5) (90-60) (85-5) (70-5) -------------+-------+-------+--------+-------+--------+-------+------- .1 grape (2) -------------+-------+-------+--------+-------+--------+-------+------- 20.1 1.7 cherry (70-20) (10) -------------+-------+-------+--------+-------+--------+-------+------- .8 .1 spurge (5) (2) -------------+-------+-------+--------+-------+--------+-------+------- 1.6 5.2 misc. plant (30-10) (95) -------------+-------+-------+--------+-------+--------+-------+------- TOTAL PLANT 90.8 54.5 4.2 39.5 80.3 57.6 39.0 -------------+-------+-------+--------+-------+--------+-------+------- scarabaeid 28.7 5.0 beetle (75-25) (30) -------------+-------+-------+--------+-------+--------+-------+------- other 2.7 .1 34.2 48.7 10.0 21.0 19.0 beetle (10-5) (3) (100-20) (90-10) (90-10) (45-10) (80-5) -------------+-------+-------+--------+-------+--------+-------+------- .1 6.6 10.9 4.2 15.0 23.4 grasshopper (2) ( 40) (40-5) (40-5) (30-5) (100-5) -------------+-------+-------+--------+-------+--------+-------+------- 5.9 ant (90-75) -------------+-------+-------+--------+-------+--------+-------+------- 1.9 misc. insect .5 (50-5) -------------+-------+-------+--------+-------+--------+-------+------- .5 1.5 35.0 .6 1.0 1.2 crayfish (5) (10) (100-10) (10) (5) (25-10) -------------+-------+-------+--------+-------+--------+-------+------- .6 .6 snail (10) (10-2) -------------+-------+-------+--------+-------+--------+-------+------- .1 .1 4.8 fish (7) (5) (20-5) -------------+-------+-------+--------+-------+--------+-------+------- 15 bird (90) -------------+-------+-------+--------+-------+--------+-------+------- .3 .6 3.0 2.0 eggshell (5) (10) (10-5) (30-5) -------------+-------+-------+--------+-------+--------+-------+------- 6 15.1 3.7 1.4 2.2 mammal (45-10) (100-5) (50-5) (5-2) (60-2) -------------+-------+-------+--------+-------+--------+-------+------- TOTAL ANIMAL 9.2 45.5 95.8 60.5 19.7 42.4 61.0 ----------------------------------------------------------------------- Sept. 21- Oct. Oct. 19- Nov. Nov. Nov. 30- Oct. 4 5-18 Nov. 1 2-15 16-29 Dec. 13 -------------+---------+-------+--------+--------+-------+-------- Number of pellets 29 27 24 25 7 8 -------------+---------+-------+--------+--------+-------+--------"
Gutenberg,Platt__Dwight_R___1931_-33545_Foodofthe.txt-1,Platt Dwight R  1931 ,,"TABLE 1. AVERAGE, MAXIMUM, AND MINIMUM PERCENTAGES OF FOOD RESIDUES IN PELLETS COLLECTED IN EASTERN HARVEY COUNTY, IN 1953.  April June June 29- July July 27- Aug. Sept. 6-19 15-28 July 12 13-26 Aug. 9 10-23 7-20 -------------+-------+-------+--------+-------+--------+-------+------- Number of pellets 9 7 6 19 18 5 57 -------------+-------+-------+--------+-------+--------+-------+------- No. of Collections 1 4 4 4 4 2 5 -------------+-------+-------+--------+-------+--------+-------+------- 18.2 34.4 1.7 35.7 28.5 29.0 23.4 wheat (90-5) (99-50) (10) (80-10) (80-5) (55-20) (100-5) -------------+-------+-------+--------+-------+--------+-------+------- 2.0 10.7 sorghum (35) (90-10) -------------+-------+-------+--------+-------+--------+-------+------- 72.6 1.6 oats (99-50) (30) -------------+-------+-------+--------+-------+--------+-------+------- sunflower seed -------------+-------+-------+--------+-------+--------+-------+------- corn -------------+-------+-------+--------+-------+--------+-------+------- .5 44.6 28.6 4.8 grass seed (5) (90-60) (85-5) (70-5) -------------+-------+-------+--------+-------+--------+-------+------- .1 grape (2) -------------+-------+-------+--------+-------+--------+-------+------- 20.1 1.7 cherry (70-20) (10) -------------+-------+-------+--------+-------+--------+-------+------- .8 .1 spurge (5) (2) -------------+-------+-------+--------+-------+--------+-------+------- 1.6 5.2 misc. plant (30-10) (95) -------------+-------+-------+--------+-------+--------+-------+------- TOTAL PLANT 90.8 54.5 4.2 39.5 80.3 57.6 39.0 -------------+-------+-------+--------+-------+--------+-------+------- scarabaeid 28.7 5.0 beetle (75-25) (30) -------------+-------+-------+--------+-------+--------+-------+------- other 2.7 .1 34.2 48.7 10.0 21.0 19.0 beetle (10-5) (3) (100-20) (90-10) (90-10) (45-10) (80-5) -------------+-------+-------+--------+-------+--------+-------+------- .1 6.6 10.9 4.2 15.0 23.4 grasshopper (2) ( 40) (40-5) (40-5) (30-5) (100-5) -------------+-------+-------+--------+-------+--------+-------+------- 5.9 ant (90-75) -------------+-------+-------+--------+-------+--------+-------+------- 1.9 misc. insect .5 (50-5) -------------+-------+-------+--------+-------+--------+-------+------- .5 1.5 35.0 .6 1.0 1.2 crayfish (5) (10) (100-10) (10) (5) (25-10) -------------+-------+-------+--------+-------+--------+-------+------- .6 .6 snail (10) (10-2) -------------+-------+-------+--------+-------+--------+-------+------- .1 .1 4.8 fish (7) (5) (20-5) -------------+-------+-------+--------+-------+--------+-------+------- 15 bird (90) -------------+-------+-------+--------+-------+--------+-------+------- .3 .6 3.0 2.0 eggshell (5) (10) (10-5) (30-5) -------------+-------+-------+--------+-------+--------+-------+------- 6 15.1 3.7 1.4 2.2 mammal (45-10) (100-5) (50-5) (5-2) (60-2) -------------+-------+-------+--------+-------+--------+-------+------- TOTAL ANIMAL 9.2 45.5 95.8 60.5 19.7 42.4 61.0 ----------------------------------------------------------------------- Sept. 21- Oct. Oct. 19- Nov. Nov. Nov. 30- Oct. 4 5-18 Nov. 1 2-15 16-29 Dec. 13 -------------+---------+-------+--------+--------+-------+-------- Number of pellets 29 27 24 25 7 8 -------------+---------+-------+--------+--------+-------+-------- No. of Collections 4 4 3 5 1 2 -------------+---------+-------+--------+--------+-------+-------- 21.5 10.8 35.4 33.0 43.7 49.1 wheat (100-5) (60-15) (85-10) (80-35) (98-30) (98-20) -------------+---------+-------+--------+--------+-------+-------- 14.0 7.6 24.4 24.7 28.6 6.9 sorghum (75-5) (60-3) (85-5) (100-10) (80-5) (40-15) -------------+---------+-------+--------+--------+-------+-------- oats -------------+---------+-------+--------+--------+-------+-------- sunflower 6.4 seed (40-5) -------------+---------+-------+--------+--------+-------+-------- 4.5 4.0 1.4 15.0 corn (50-10) (80-10) (10) (70-50) -------------+---------+-------+--------+--------+-------+-------- grass seed -------------+---------+-------+--------+--------+-------+-------- grape -------------+---------+-------+--------+--------+-------+-------- cherry -------------+---------+-------+--------+--------+-------+-------- .2 spurge (5) -------------+---------+-------+--------+--------+-------+-------- 4.4 1.6 2.1 5.5 2.9 14.3 misc. plant (90-40) (45) (50) (75-10) (20) (70-45) -------------+---------+-------+--------+--------+-------+-------- TOTAL PLANT 39.9 20.0 66.6 67.2 83.0 85.3 -------------+---------+-------+--------+--------+-------+-------- scarabaeid beetle -------------+---------+-------+--------+--------+-------+-------- other 10.6 15.5 13.9 14.4 5.3 2.5 beetle (95-5) (98-1) (70-5) (65-5) (15-2) (20) -------------+---------+-------+--------+--------+-------+-------- 36.3 59.6 11.8 14.3 10.3 4.4 grasshopper (95-5) (90-34) (65-5) (99-5) (65-2) (10-5) -------------+---------+-------+--------+--------+-------+-------- ant -------------+---------+-------+--------+--------+-------+-------- 2.8 misc. insect (60) -------------+---------+-------+--------+--------+-------+-------- .2 .4 1.4 crayfish (5-2) (5-2) (20-10) -------------+---------+-------+--------+--------+-------+-------- 1.3 trace 1.1 .2 snail (20-5) (1) (10-5) (5) -------------+---------+-------+--------+--------+-------+-------- 7.3 2.5 3.4 .6 fish (20.5) (20.1) (20-5) (10-5) -------------+---------+-------+--------+--------+-------+-------- bird -------------+---------+-------+--------+--------+-------+-------- 1.1 .4 .2 .8 .7 eggshell (10-5) (1) (5) (20) (5) -------------+---------+-------+--------+--------+-------+-------- .5 1.6 1.6 2.5 .7 7.8 mammal (5) (20-2) (10-5) (20-1) (5) (25-2) -------------+---------+-------+--------+--------+-------+-------- TOTAL ANIMAL 60.1 80.0 33.4 32.8 17.0 14.7 ------------------------------------------------------------------"
Gutenberg,Ostrander__Stephen_M_-42712_AHistoryof.txt-0,Ostrander Stephen M ,,"STATISTICS FROM THE FEDERAL CENSUS OF 1890 BROOKLYN MANUFACTURES FEDERAL CENSUS OF 1890 The tabulated statements presented herewith include only establishments which reported a product of $500 or more in value during the census year, and, so far as practicable, only those establishments operating works located within the corporate limits of the city. COMPARATIVE STATEMENT OF TOTALS ================================================================ Industries Industries Establishments Capital Reported Reporting ---------------------+------------+----------------+------------ All Industries {1880 180 5,201 $61,646,749 {1890 229 10,561 125,849,052 ---------------------+------------+----------------+------------ ============================================================ Industries Hands Wages Paid Cost of Employed Materials Used ---------------------+----------+-------------+------------- All Industries {1880 47,587 $22,487,457 $129,085,091 {1890 103,683 61,975,702 137,325,749 ---------------------+----------+-------------+------------- ==================================================================== Industries Miscellaneous Value of Product Population Expenses ---------------------+---------------+------------------+----------- All Industries {1880 $177,223,142 566,663 {1890 $14,824,466 248,750,184 806,343 ---------------------+---------------+------------------+----------- ========================================================= Industries City Assessed Municipal Debt Valuation ---------------------+---------------+------------------- All Industries {1880 $232,925,699 $38,040,000 {1890 445,038,201 34,639,542 ---------------------+---------------+------------------- DETAILED STATEMENT FOR 1890 BY IMPORTANT INDUSTRIES IN BROOKLYN ELEVENTH CENSUS ================================================================= CLASSIFICATION OF Boots and Coffee and INQUIRIES shoes-- Chemicals spice-- factory roasting and products grinding Establishments:-- (65) (36) (13) ------------------------+------------+-------------+------------- CAPITAL EMPLOYED-- Aggregate $1,327,119 $8,483,835 $2,963,392 ============ ============= ============= HIRED PROPERTY-- Total 366,230 275,000 306,300 +------------+-------------+------------- PLANT--Total 385,934 4,888,250 546,696 +------------+-------------+------------- Land 56,700 1,196,800 198,400 Buildings 113,400 1,532,821 194,350 Machinery, tools, and implements 215,834 2,158,629 153,946 LIVE ASSETS--Total 574,955 3,320,585 2,110,396 +------------+-------------+------------- Raw materials 137,612 1,365,535 721,678 Stock in process and finished product 154,802 878,468 930,671 Cash, bills, and accounts receivable, and all sundries not elsewhere reported 282,541 1,076,582 458,047 WAGES PAID--Aggregate $1,032,547 $1,140,475 $479,036 ============ ============= ============= Average number of hands employed 2,050 1,848 794 +------------+-------------+------------- Males above 16 years 840 1,295 477 Females above 15 years 326 289 10 Children 24 31 Pieceworkers 860 233 307 MATERIALS USED-- Aggregate cost $1,432,934 $7,329,134 $11,047,538 +============+=============+============= Principal materials 1,381,752 7,050,313 10,711,647 Fuel 3,888 195,545 14,752 Mill supplies 9,206 20,656 All other materials 47,294 74,070 300,483 EXPENSES, MISCELLANEOUS --Ag'gate $73,249 $612,809 $84,334 +============+=============+============= Paid for contract work 1,450 Rent 25,636 22,110 21,445 Power and heat 3,720 900 3,800 Taxes 4,494 48,950 11,439 Insurance 4,420 29,190 11,382 Repairs, ordinary, of b'ld'gs and mach'y 5,842 149,644 6,635 Interest on cash used in the business 1,549 43,651 All sundries not elsewhere reported 26,138 318,364 29,633 GOODS MANUFACTURED --Aggregate $2,813,209 $10,467,109 $12,247,162 +============+=============+============= Principal product 2,770,689 10,425,949 12,044,967 All other products, including custom work and repairing 42,520 41,160 202,195 ------------------------+------------+-------------+------------- =============================================================== CLASSIFICATION OF Foundry and INQUIRIES Confec- Cordage machine tionery and twine shop products Establishments:-- (197) (3) (169) ------------------------+------------+------------+------------ CAPITAL EMPLOYED-- Aggregate $2,923,509 $2,256,400 $13,725,518 ============ ============ ============ HIRED PROPERTY-- Total 1,047,500 1,473,750 +------------+------------+------------ PLANT--Total 1,028,053 1,854,300 6,046,228 +------------+------------+------------ Land 251,085 303,000 1,617,500 Buildings 311,225 701,000 1,362,670 Machinery, tools, and implements 465,743 850,300 3,066,058 LIVE ASSETS--Total 847,956 402,100 6,205,540 +------------+------------+------------ Raw materials 207,660 175,600 1,182,099 Stock in process and finished product 269,041 60,500 1,525,807 Cash, bills, and accounts receivable, and all sundries not elsewhere reported 371,255 166,000 3,497,634 WAGES PAID--Aggregate $1,096,252 $650,256 $5,641,132 ============ ============ ============ Average number of hands employed 2,237 1,612 7,753 +------------+------------+------------ Males above 16 years 1,387 1,012 6,868 Females above 15 years 552 600 42 Children 22 2 Pieceworkers 276 841 MATERIALS USED-- Aggregate cost $1,833,791 $4,352,63 $5,125,183 +============+============+============ Principal materials 1,738,998 4,206,13 4,626,489 Fuel 25,621 105,00 210,767 Mill supplies 3,835 6,00 47,386 All other materials 65,337 35,50 240,541 EXPENSES, MISCELLANEOUS --Ag'gate $194,993 $63,18 $799,912 +============+============+============ Paid for contract work 12,000 Rent 73,320 117,888 Power and heat 120 14,664 Taxes 9,981 10,14 60,267 Insurance 5,050 7,54 36,223 Repairs, ordinary, of b'ld'gs and mach'y 5,730 25,00 74,565 Interest on cash used in the business 13,462 22,009 All sundries not elsewhere reported 87,330 20,50 462,296 GOODS MANUFACTURED --Aggregate $3,731,202 $5,625,79 $15,350,776 +============+============+============ Principal product 3,721,071 5,622,91 14,222,090 All other products, including custom work and repairing 10,131 2,88 1,128,686 ------------------------+------------+------------+------------ ================================================================ CLASSIFICATION OF Slaughtering INQUIRIES Furnishing Paper and meat goods hangings packing Establishments:-- (67) (5) (63) ------------------------+------------+------------+------------- CAPITAL EMPLOYED-- Aggregate $1,507,853 $1,790,121 $2,120,822 ============ ============ ============="
Gutenberg,Beamish__Richard_Joseph-16282_Historyofthe.txt-12,Beamish Richard Joseph,,"ADMITTED LOSSES--GERMAN NAME TONNAGE PERSONNEL Lutzow (battle cruiser) 26,600 1,200 Pommern (battleship) 13,200 729 Wiesbaden (cruiser) 5,600 450 Frauenlob (cruiser) 2,715 264 Elbing (cruiser) 5,000 450 Rostock (cruiser) 4,900 373 Five destroyers 5,000 500 GERMAN TOTALS Battle cruisers 39,800 1,929 Cruisers 18,215 1,537 Destroyers 5,000 500 Eleven ships 63,015 3,966    TOTAL LOSSES OF MEN BRITISH Dead or missing.............................. 6,104 Wounded...................................... 513 Total........................................ 6,617 GERMAN Dead or missing.............................. 2,414 Wounded ..................................... 449 Total........................................ 2,863 LOSS IN MONEY VALUE (Rough Estimate) British ............................... $115,000,000 German ................................ 63,000,000 Total.................................."
Gutenberg,Arner__George_B__Louis__George_Byron_Louis_-12955_ConsanguineousMarriagesin.txt-3,Arner George B Louis George Byron Louis ,,"TABLE XX. -------------------------------------------------- No. of Percentage Cases. hereditary. -------------------------------------------------- 1. Simple Insanity 102,097 31.7 = 100 Consanguineous parentage 664 69.0 = 218 Parents cousins 595 68.1 = 215 Parents uncle and niece 66 77.3 = 244 -------------------------------------------------- 2. Paralytic Insanity 22,936 17.6 = 100 Consanguineous parentage 95 45.3 = 257 Parents cousins 87 44.8 = 255 Parents uncle and niece 8 75.0 = 426 -------------------------------------------------- 3. Epileptic Insanity 14,067 25.6 = 100 Consanguineous parentage 79 53.2 = 208 Parents cousins 70 50.0 = 195 Parents uncle and niece 9 66.7 = 261 -------------------------------------------------- 4. Imbecility and Idiocy 16,416 28.7 = 100 Consanguineous parentage 237 43.0 = 150 Parents cousins 211 43.1 = 150 Parents uncle and niece 26 38.5 = 134 -------------------------------------------------- Table XXI gives the proportion of the mentally defective who are the offspring of consanguineous marriages. The term ""cousin"" in both these tables probably means first cousins. It will be remembered that Prussian statistics of consanguineous marriages are very imperfect, but that at least 6.5 in every thousand are consanguineous (first cousins or nearer). TABLE XXI. Parentage of Mental Defectives in Prussia. ----------------------------------------------------- Consan- Uncle and guineous. Cousins. Niece. ----------------------------------------------------- 1. Insanity (simple) 6.5 5.8 .64 Hereditary 14.2 12.5 1.6 Not hereditary 3.0 2.7 .22 ----------------------------------------------------- 2. Paralytic Insanity 4.1 3.8 .35 Hereditary 11.1 9.6 1.48 Not hereditary 2.9 2.5 .11 ----------------------------------------------------- 3. Epileptic Insanity 5.6 4.9 .64 Hereditary 11.7 9.9 1.57 Not hereditary 3.5 3.2 .29 ----------------------------------------------------- 4. Idiocy and Imbecility 14.4 12.8 1.58 Hereditary 21.6 19.3 2.12 Not hereditary 11.5 10.2 1.37 -----------------------------------------------------"
Gutenberg,Arner__George_B__Louis__George_Byron_Louis_-12955_ConsanguineousMarriagesin.txt-3,Arner George B Louis George Byron Louis ,,"TABLE XXII. ----------------------------------------------------------------- Having Having Blind blind relatives relatives Having Consanguinity of Class Class no blind Not Parents. Totals (a). (b). relatives Stated. ----------------------------------------------------------------- The blind 64,763 8,629 2,338 46,759 7,037 ----------------------------------------------------------------- Totally blind 35,645 4,378 1,215 26,349 3,703 Partially blind 29,118 4,251 1,123 20,410 3,334 Parents cousins. --The blind 2,527 844 149 1,456 78 ----------------------------------------------------------------- Parents cousins. --Totally blind 1,291 435 78 739 39 Parents cousins. --Partially blind 1,236 409 71 717 39 Parents not cousins. --The blind 53,980 7,395 2,095 43,368 1,122 ----------------------------------------------------------------- Parents not cousins. --Totally blind 29,892 3,720 1,090 24,541 541 Parents not cousins. --Partially blind 24,088 3,675 1,005 18,827 581 Consanguinity not stated.--The blind 8,256 390 94 1,935 5,837 ----------------------------------------------------------------- Consanguinity not stated.--Totally blind 4,462 223 47 1,069 3,123 Consanguinity not stated.--Partially blind 3,794 167 47 866 2,714 -----------------------------------------------------------------"
Gutenberg,Arner__George_B__Louis__George_Byron_Louis_-12955_ConsanguineousMarriagesin.txt-7,Arner George B Louis George Byron Louis ,,"TABLE I. ----------------------------------- Country. Ratio. Country. Ratio. ----------------------------------- Prussia 67 Alsace 107 Italy 69 France 126 England 75 Jews 230 -----------------------------------  According to Uchermann the ratio is 690 or 6.9 per cent, including marriages between second cousins and nearer. Dr. Peer says that 4 per cent of the marriages in Saxony are consanguineous. The ratio seems to be increasing in France but diminishing in Alsace and Italy, as indicated in Table II.    TABLE II. --------------------------------------------------------- Country. Date. Ratio. Country. Date. Ratio. --------------------------------------------------------- France 1853-60 97 France 1861-71 126 Alsace 1858-65 143 Alsace 1872-75 107 Italy 1868-71 84 Italy 1872-75 69 ---------------------------------------------------------  Per 10,000. In Italy the ratio varies greatly in different parts of the country. Mulhall gives the following figures for the years 1872-75: TABLE III. ------------------------------------------ Province. Ratio. Province. Ratio. ------------------------------------------ Venice 24 Sicily 117 Naples 30 Piedmont 131 Lombardy 100 Liguria 183 ------------------------------------------  Per 10,000. It will be noted that the lowest ratios are in provinces where the urban population is comparatively large. Wherever statistics have been gathered it is the rule that the percentage of consanguineous marriage is greater in rural than in urban districts. Table IV, also from Mulhall, illustrates this point. TABLE IV. ------------------------------------------------- Ratio per 10,000 Marriages. ------------------------------------------------- Country. Rural. Urban. General. ------------------------------------------------- England 79 71 75 France 130 115 126 Alsace 121 41 107 Norway (Uchermann) 810 260 690 -------------------------------------------------  Includes second cousins. In regard to the degree of consanguinity, it seems very probable that in the French, German, Italian, and English statistics and estimates few if any marriages beyond the degree of first cousins are returned as consanguineous, so in order to compare the Norwegian figures with the others they should probably be reduced by one half. Out of 1549 consanguineous marriages contracted in Prussia in 1889, 1422 were between ""cousins"" (probably first), 110 between uncles and nieces, and 16 between nephews and aunts. The ratio of such marriages to 10,000 in France during the fifteen years ending in 1875 was: TABLE V. ----------------------------------------------- Degree. Urban. Rural. All France. ----------------------------------------------- Nephew and aunt 1.6 2.4 2.1 Uncle and niece 6.0 5.6 5.8 ""Cousins"" 96.0 119.0 113.1 ----------------------------------------------- Total 103.6 127.0 121.2 -----------------------------------------------   In Italy during seven years ending in 1874, of all consanguineous marriages 92 per cent were of cousins and 8 per cent were of uncle and niece or aunt and nephew.  Dally is very skeptical about the accuracy of the French figures, but says that in Paris the records are well kept. He found that in the years 1853-62 there were 10,765 marriages in the 8me arrondissement of Paris, and of these he finds: ----------------------------------------- Marriages between cousins-german 141 Marriages between uncle and niece 8 Marriages between aunt and nephew 1 Total consanguineous 150 -----------------------------------------"
Gutenberg,Arner__George_B__Louis__George_Byron_Louis_-12955_ConsanguineousMarriagesin.txt-0,Arner George B Louis George Byron Louis ,,TABLE XX. -------------------------------------------------- No. of Percentage Cases. hereditary. --------------------------------------------------
Gutenberg,Arner__George_B__Louis__George_Byron_Louis_-12955_ConsanguineousMarriagesin.txt-2,Arner George B Louis George Byron Louis ,,"TABLE XXVIII. ------------------------------------------------------------------------- Consanguinty of Parents. Per cent. -------------------- ----------------- Cause of Deafness. Not Not Not Not Total. Cous- Cous- Sta- Cous- Cous- Sta- ins. ins. ted. ins. ins. ted. --------------------------- ------ ------ ------ ------ ----- ----- ----- Total 89,287 4,065 75,530 9,692 4.5 84.6 10.9 --------------------------- ------ ------ ------ ------ ----- ----- ----- Affections of external ear 871 29 760 82 3.3 87.3 9.4 Affections of middle ear 34,801 1,238 30,824 2,739 3.5 88.6 7.9 Affections of internal ear 12,295 343 11,121 831 2.8 90.4 6.8 Unclassified 31,205 2,183 25,281 3,741 7.0 81.0 12.0 Unknown 10,115 272 7,544 2,299 2.7 74.6 22.7 Scarlet fever 7,424 285 6,647 492 3.9 89.5 6.6 Disease of ear 4,210 222 3,683 305 5.3 87.5 7.2 Catarrh 11,702 304 10,450 948 2.6 89.3 8.1 Colds 3,074 81 2,666 327 2.6 86.7 10.7 Meningitis 3,991 83 3,741 167 2.1 93.7 4.2 Old age 3,361 38 2,369 954 1.1 70.5 28.4 Military service 3,242 40 2,897 305 1.2 89.4 9.4 Congenital 14,472 1,710 11,322 1,440 11.8 78.2 10.0 ------------------------------------------------------------------------- But on the other hand, 53.4 per cent of the deaf whose parents were cousins had deaf relatives of the (a) and (b) groups, while of those whose parents were not cousins, only 29.9 per cent in these groups had deaf relatives. In Table XXIX the close connection between deaf relatives of these groups and consanguinity is shown. For the sake of simplicity no account is taken of (c) relatives (deaf children), and (d) relatives (deaf husbands or wives), for in the first case only 370 deaf are reported as having deaf children and at the same time no (a) or (b) relatives, and in the Second case (d) relatives are not ordinarily blood relatives at all. TABLE XXIX. ----------------------------------------------------------------------- Consanguinty of Parents. Per cent. -------------------- ----------------- Class of Deaf Not Not Not Not Relative. Total. Cous- Cous- Sta- Cous- Cous- Sta- ins. ins. ted. ins. ins. ted. ----------------------------------------------------------------------- Total 89,287 4,065 75,530 9,692 4.5 84.6 10.6 ----------------------------------------------------------------------- Stated 80,481 3,911 73,639 2,931 4.9 91.5 3.6 Not stated 8,806 154 1,891 6,761 1.7 21.5 76.8 (a) relatives 21,660 1,850 18,838 972 8.5 87.0 4.5 No (a) relatives 58,821 2,061 54,801 1,959 3.5 93.2 3.3 (a) or (b) relatives 25,851 2,171 22,552 1,128 8.4 87.2 4.4 (a) and (b) relatives 4,117 412 3,587 118 10.0 87.1 2.9 (a) but no (b) relatives 17,543 1,438 15,251 854 8.2 86.9 4.2 (b) but no (a) relatives 4,191 321 3,714 156 7.7 88.6 3.7 No (a) or (b) relatives 54,630 1,740 51,087 1,803 3.2 93.5 3.3 -----------------------------------------------------------------------"
Gutenberg,Arner__George_B__Louis__George_Byron_Louis_-12955_ConsanguineousMarriagesin.txt-2,Arner George B Louis George Byron Louis ,,"TABLE XXX. ------------------------------------------------------------------------ Consanguinity of Parents. Per Cent. ---------------------------------------------- Class of Deaf Not Not Not Not Relatives. Total. Cousins Cousins stated Cousins Cousins stated ------------------------------------------------------------------------ Total 14,472 1,710 11,322 1,440 11.8 78.2 10.0 ------------------------------------------------------------------------ Stated 13,428 1,647 11,110 671 12.3 82.7 5.0 Not stated 1,044 63 212 769 6.0 20.3 76.7 (a) relatives 5,295 986 3,961 48 18.6 74.8 6.6 (b) and (c) but no (a) relatives 860 126 686 48 14.6 79.8 5.6 No (a), (b) or (c) relatives 7,273 535 6,463 275 7.3 88.9 3.8 ------------------------------------------------------------------------"
Gutenberg,Arner__George_B__Louis__George_Byron_Louis_-12955_ConsanguineousMarriagesin.txt-12,Arner George B Louis George Byron Louis ,,"XXXIII. TABLE XXXIII. ------------------------------------------------------------------- Percentage having deaf children. --------------------------------------- Class of Deaf Relatives. Totally Partially Congenitally Total. deaf. deaf. deaf. --------------------------- ------ -------- ---------- ------------ (a), (b) or (d) 1.4 2.4 1.1 5.0 (d) 3.2 3.3 2.6 6.4 No (d) 1.1 1.4 1.0 2.5 (a) and (d) 6.3 6.7 4.3 7.8 (d), but no (a) 2.2 2.2 2.0 4.9 (a), but no (d) 1.4 2.3 1.3 2.6 No (a) or (d) 0.9 1.0 0.9 2.3 (a), (b) and (d) 9.5 9.9  9.0 (a), (d), but no (b) 5.5 5.9 3.6 7.4 (b), (d), but no (a) 2.5 2.4   (d), but no (a) or (b) 2.2 2.2 2.0 5.2 (a), (b), but no (d) 1.9 3.1 1.7  (a), but no (b) or (d) 1.3 2.1 1.2 2.8 (b), but no (a) or (d) 1.0 1.6 1.0  No (a), (b) or (d) 0.9 1.0 0.9 2.6 ----------------------------------------------------------------"
