custom_id,author,cleaned_text
Farber__Eduard-33766_HistoryofPhosphorus.txt-3,Farber Eduard,
Farber__Eduard-33766_HistoryofPhosphorus.txt-9,Farber Eduard,
Farber__Eduard-33766_HistoryofPhosphorus.txt-7,Farber Eduard,
Farber__Eduard-33766_HistoryofPhosphorus.txt-4,Farber Eduard,
Farber__Eduard-33766_HistoryofPhosphorus.txt-10,Farber Eduard,
Smart__Newton__1798__1879-49126_TheDutyof.txt-1,Smart Newton 1798 1879,
Smart__Newton__1798__1879-49126_TheDutyof.txt-18,Smart Newton 1798 1879,
Smart__Newton__1798__1879-49126_TheDutyof.txt-9,Smart Newton 1798 1879,
Smart__Newton__1798__1879-49126_TheDutyof.txt-15,Smart Newton 1798 1879,
Franklin__John-33467_Narrativeofa.txt-18,Franklin John,
Franklin__John-33467_Narrativeofa.txt-8,Franklin John,
Franklin__John-33467_Narrativeofa.txt-0,Franklin John,
Franklin__John-33467_Narrativeofa.txt-9,Franklin John,
Franklin__John-33467_Narrativeofa.txt-1,Franklin John,
Higginbottom__John-23729_AnEssayon.txt-10,Higginbottom John,
Higginbottom__John-23729_AnEssayon.txt-0,Higginbottom John,
Higginbottom__John-23729_AnEssayon.txt-9,Higginbottom John,
Higginbottom__John-23729_AnEssayon.txt-1,Higginbottom John,
Higginbottom__John-23729_AnEssayon.txt-4,Higginbottom John,
Ostwald__Wilhelm-43791_NaturalPhilosophy.txt-15,Ostwald Wilhelm,
Ostwald__Wilhelm-43791_NaturalPhilosophy.txt-12,Ostwald Wilhelm,
Ostwald__Wilhelm-43791_NaturalPhilosophy.txt-0,Ostwald Wilhelm,
Ostwald__Wilhelm-43791_NaturalPhilosophy.txt-9,Ostwald Wilhelm,
Ostwald__Wilhelm-43791_NaturalPhilosophy.txt-1,Ostwald Wilhelm,
Tanner__Thomas_Hawkes-39830_MemorandaonPoisons.txt-7,Tanner Thomas Hawkes,
Tanner__Thomas_Hawkes-39830_MemorandaonPoisons.txt-9,Tanner Thomas Hawkes,
Tanner__Thomas_Hawkes-39830_MemorandaonPoisons.txt-18,Tanner Thomas Hawkes,
Tanner__Thomas_Hawkes-39830_MemorandaonPoisons.txt-5,Tanner Thomas Hawkes,
Tanner__Thomas_Hawkes-39830_MemorandaonPoisons.txt-6,Tanner Thomas Hawkes,
Lee__James_W___James_Wideman_-65545_TheMakingof.txt-3,Lee James W  James Wideman ,
Lee__James_W___James_Wideman_-65545_TheMakingof.txt-2,Lee James W  James Wideman ,
Lee__James_W___James_Wideman_-65545_TheMakingof.txt-12,Lee James W  James Wideman ,
Lee__James_W___James_Wideman_-65545_TheMakingof.txt-17,Lee James W  James Wideman ,
Lee__James_W___James_Wideman_-65545_TheMakingof.txt-8,Lee James W  James Wideman ,
Schoenrich__Otto__1876_-9813_SantoDomingoA.txt-5,Schoenrich Otto 1876 ,
Schoenrich__Otto__1876_-9813_SantoDomingoA.txt-13,Schoenrich Otto 1876 ,
Schoenrich__Otto__1876_-9813_SantoDomingoA.txt-8,Schoenrich Otto 1876 ,
Schoenrich__Otto__1876_-9813_SantoDomingoA.txt-7,Schoenrich Otto 1876 ,
Schoenrich__Otto__1876_-9813_SantoDomingoA.txt-6,Schoenrich Otto 1876 ,
McDonald__J__Daley__James_Daley___1892_-30957_AdequatePreparationfor.txt-5,McDonald J Daley James Daley  1892 ,
McDonald__J__Daley__James_Daley___1892_-30957_AdequatePreparationfor.txt-4,McDonald J Daley James Daley  1892 ,
McDonald__J__Daley__James_Daley___1892_-30957_AdequatePreparationfor.txt-2,McDonald J Daley James Daley  1892 ,
McDonald__J__Daley__James_Daley___1892_-30957_AdequatePreparationfor.txt-3,McDonald J Daley James Daley  1892 ,
McDonald__J__Daley__James_Daley___1892_-30957_AdequatePreparationfor.txt-0,McDonald J Daley James Daley  1892 ,
Tower__F__B___Fayette_Bartholomew_-66640_Illustrationsofthe.txt-16,Tower F B  Fayette Bartholomew ,
Tower__F__B___Fayette_Bartholomew_-66640_Illustrationsofthe.txt-12,Tower F B  Fayette Bartholomew ,
Tower__F__B___Fayette_Bartholomew_-66640_Illustrationsofthe.txt-11,Tower F B  Fayette Bartholomew ,
Tower__F__B___Fayette_Bartholomew_-66640_Illustrationsofthe.txt-15,Tower F B  Fayette Bartholomew ,
Tower__F__B___Fayette_Bartholomew_-66640_Illustrationsofthe.txt-13,Tower F B  Fayette Bartholomew ,
Coleman__A__P___Arthur_Philemon_-50986_Glaciersofthe.txt-2,Coleman A P  Arthur Philemon ,
Coleman__A__P___Arthur_Philemon_-50986_Glaciersofthe.txt-3,Coleman A P  Arthur Philemon ,
Coleman__A__P___Arthur_Philemon_-50986_Glaciersofthe.txt-0,Coleman A P  Arthur Philemon ,
Coleman__A__P___Arthur_Philemon_-50986_Glaciersofthe.txt-4,Coleman A P  Arthur Philemon ,
Coleman__A__P___Arthur_Philemon_-50986_Glaciersofthe.txt-1,Coleman A P  Arthur Philemon ,
Hudson__W__H___William_Henry_-7446_TheNaturalistin.txt-16,Hudson W H  William Henry ,
Hudson__W__H___William_Henry_-7446_TheNaturalistin.txt-12,Hudson W H  William Henry ,
Hudson__W__H___William_Henry_-7446_TheNaturalistin.txt-3,Hudson W H  William Henry ,
Hudson__W__H___William_Henry_-7446_TheNaturalistin.txt-6,Hudson W H  William Henry ,
Hudson__W__H___William_Henry_-7446_TheNaturalistin.txt-7,Hudson W H  William Henry ,
Carvalho__David_Nunes-1483_FortyCenturiesof.txt-12,Carvalho David Nunes,
Carvalho__David_Nunes-1483_FortyCenturiesof.txt-11,Carvalho David Nunes,
Carvalho__David_Nunes-1483_FortyCenturiesof.txt-5,Carvalho David Nunes,
Carvalho__David_Nunes-1483_FortyCenturiesof.txt-7,Carvalho David Nunes,
Pickering__Edward_C___Edward_Charles_-15636_TheFutureof.txt-1,Pickering Edward C  Edward Charles ,
Pickering__Edward_C___Edward_Charles_-35613_APlanfor.txt-1,Pickering Edward C  Edward Charles ,
Pickering__Edward_C___Edward_Charles_-15636_TheFutureof.txt-2,Pickering Edward C  Edward Charles ,
Pickering__Edward_C___Edward_Charles_-15636_TheFutureof.txt-3,Pickering Edward C  Edward Charles ,
Pickering__Edward_C___Edward_Charles_-15636_TheFutureof.txt-0,Pickering Edward C  Edward Charles ,
Spencer__Herbert-54076_EssaysScientificPolitical.txt-4,Spencer Herbert,
Spencer__Herbert-54076_EssaysScientificPolitical.txt-10,Spencer Herbert,
Spencer__Herbert-67282_ThePrinciplesof.txt-7,Spencer Herbert,
Spencer__Herbert-67282_ThePrinciplesof.txt-18,Spencer Herbert,
Spencer__Herbert-16510_EssaysonEducation.txt-9,Spencer Herbert,
Crombie__Alexander__1762__1840_-64554_TheEtymologyand.txt-16,Crombie Alexander 1762 1840 ,
Crombie__Alexander__1762__1840_-64554_TheEtymologyand.txt-15,Crombie Alexander 1762 1840 ,
Crombie__Alexander__1762__1840_-64554_TheEtymologyand.txt-13,Crombie Alexander 1762 1840 ,
Crombie__Alexander__1762__1840_-64554_TheEtymologyand.txt-7,Crombie Alexander 1762 1840 ,
Crombie__Alexander__1762__1840_-64554_TheEtymologyand.txt-12,Crombie Alexander 1762 1840 ,
Hill__Georgiana-49990_WomeninEnglish.txt-15,Hill Georgiana,
Hill__Georgiana-49990_WomeninEnglish.txt-12,Hill Georgiana,
Hill__Georgiana-49990_WomeninEnglish.txt-17,Hill Georgiana,
Hill__Georgiana-49990_WomeninEnglish.txt-8,Hill Georgiana,
Hill__Georgiana-49990_WomeninEnglish.txt-19,Hill Georgiana,
Kant__Immanuel-48433_KantsCritiqueof.txt-14,Kant Immanuel,
Kant__Immanuel-4280_TheCritiqueof.txt-13,Kant Immanuel,
Kant__Immanuel-52821_KantsProlegomenato.txt-2,Kant Immanuel,
Kant__Immanuel-48433_KantsCritiqueof.txt-3,Kant Immanuel,
Kant__Immanuel-48433_KantsCritiqueof.txt-15,Kant Immanuel,
Prichard__H__A___Harold_Arthur_-32701_KantsTheoryof.txt-0,Prichard H A  Harold Arthur ,
Prichard__H__A___Harold_Arthur_-32701_KantsTheoryof.txt-10,Prichard H A  Harold Arthur ,
Prichard__H__A___Harold_Arthur_-32701_KantsTheoryof.txt-3,Prichard H A  Harold Arthur ,
Prichard__H__A___Harold_Arthur_-32701_KantsTheoryof.txt-2,Prichard H A  Harold Arthur ,
Prichard__H__A___Harold_Arthur_-32701_KantsTheoryof.txt-17,Prichard H A  Harold Arthur ,
Riggs__Henry_Earle__1865_-51298_TheValuationof.txt-15,Riggs Henry Earle 1865 ,
Riggs__Henry_Earle__1865_-51298_TheValuationof.txt-16,Riggs Henry Earle 1865 ,
Riggs__Henry_Earle__1865_-51298_TheValuationof.txt-0,Riggs Henry Earle 1865 ,
Montaigne__Michel_de-3661_WidgersQuotationsfrom.txt-5,Montaigne Michel de,
Montaigne__Michel_de-3661_WidgersQuotationsfrom.txt-12,Montaigne Michel de,
Montaigne__Michel_de-3594_EssaysofMichel.txt-11,Montaigne Michel de,
Montaigne__Michel_de-3594_EssaysofMichel.txt-5,Montaigne Michel de,
Montaigne__Michel_de-3594_EssaysofMichel.txt-1,Montaigne Michel de,
Sanchez__Nellie_Van_de_Grift-59251_SpanishandIndian.txt-2,Sanchez Nellie Van de Grift,
Sanchez__Nellie_Van_de_Grift-59251_SpanishandIndian.txt-5,Sanchez Nellie Van de Grift,
Sanchez__Nellie_Van_de_Grift-59251_SpanishandIndian.txt-0,Sanchez Nellie Van de Grift,
Sanchez__Nellie_Van_de_Grift-59251_SpanishandIndian.txt-15,Sanchez Nellie Van de Grift,
Sanchez__Nellie_Van_de_Grift-59251_SpanishandIndian.txt-3,Sanchez Nellie Van de Grift,
Beebe__Mabel_Borton-36581_FourAmericanNaval.txt-12,Beebe Mabel Borton,
Beebe__Mabel_Borton-36581_FourAmericanNaval.txt-19,Beebe Mabel Borton,
Beebe__Mabel_Borton-36581_FourAmericanNaval.txt-0,Beebe Mabel Borton,
Beebe__Mabel_Borton-36581_FourAmericanNaval.txt-6,Beebe Mabel Borton,
Dupouy__Edmond-63938_Medicineinthe.txt-5,Dupouy Edmond,
Dupouy__Edmond-63938_Medicineinthe.txt-8,Dupouy Edmond,
Dupouy__Edmond-63938_Medicineinthe.txt-17,Dupouy Edmond,
Dupouy__Edmond-63938_Medicineinthe.txt-9,Dupouy Edmond,
Universal_House_of_Justice-19269_ACompilatonon.txt-13,Universal House of Justice,
Universal_House_of_Justice-19291_ACompilatonon.txt-5,Universal House of Justice,
Universal_House_of_Justice-19269_ACompilatonon.txt-2,Universal House of Justice,
Universal_House_of_Justice-19291_ACompilatonon.txt-3,Universal House of Justice,
O_Leary__De_Lacy-63391_AShortHistory.txt-11,O Leary De Lacy,
O_Leary__De_Lacy-63391_AShortHistory.txt-18,O Leary De Lacy,
O_Leary__De_Lacy-61593_ArabicThoughtand.txt-15,O Leary De Lacy,
O_Leary__De_Lacy-63391_AShortHistory.txt-15,O Leary De Lacy,
O_Leary__De_Lacy-63391_AShortHistory.txt-0,O Leary De Lacy,
Whicher__George_Frisbie-10889_TheLifeand.txt-6,Whicher George Frisbie,
Whicher__George_Frisbie-10889_TheLifeand.txt-12,Whicher George Frisbie,
Whicher__George_Frisbie-10889_TheLifeand.txt-4,Whicher George Frisbie,
Whicher__George_Frisbie-10889_TheLifeand.txt-11,Whicher George Frisbie,
Webster__Daniel-12606_TheGreatSpeeches.txt-6,Webster Daniel,
Webster__Daniel-12606_TheGreatSpeeches.txt-11,Webster Daniel,
Webster__Daniel-12606_TheGreatSpeeches.txt-14,Webster Daniel,
Webster__Daniel-12606_TheGreatSpeeches.txt-2,Webster Daniel,
Webster__Daniel-12606_TheGreatSpeeches.txt-16,Webster Daniel,
Monckton__Horace_Woollaston-48561_Berkshire.txt-3,Monckton Horace Woollaston,
Monckton__Horace_Woollaston-48561_Berkshire.txt-13,Monckton Horace Woollaston,
Monckton__Horace_Woollaston-48561_Berkshire.txt-0,Monckton Horace Woollaston,
Monckton__Horace_Woollaston-48561_Berkshire.txt-18,Monckton Horace Woollaston,
Monckton__Horace_Woollaston-48561_Berkshire.txt-8,Monckton Horace Woollaston,
True__Frederick_W___Frederick_William_-44785_TheBeakedWhales.txt-10,True Frederick W  Frederick William ,
True__Frederick_W___Frederick_William_-44785_TheBeakedWhales.txt-4,True Frederick W  Frederick William ,
True__Frederick_W___Frederick_William_-44785_TheBeakedWhales.txt-18,True Frederick W  Frederick William ,
True__Frederick_W___Frederick_William_-44785_TheBeakedWhales.txt-19,True Frederick W  Frederick William ,
Cate__Margaret_Davis-64684_HawkinsDavisonHousesFrederica.txt-3,Cate Margaret Davis,
Cate__Margaret_Davis-64684_HawkinsDavisonHousesFrederica.txt-1,Cate Margaret Davis,
Cate__Margaret_Davis-64684_HawkinsDavisonHousesFrederica.txt-7,Cate Margaret Davis,
Cate__Margaret_Davis-64684_HawkinsDavisonHousesFrederica.txt-4,Cate Margaret Davis,
Cate__Margaret_Davis-64684_HawkinsDavisonHousesFrederica.txt-8,Cate Margaret Davis,
Coulter__John_Merle-1221_APreliminaryRevision.txt-2,Coulter John Merle,
Coulter__John_Merle-1221_APreliminaryRevision.txt-13,Coulter John Merle,
Coulter__John_Merle-1221_APreliminaryRevision.txt-17,Coulter John Merle,
Coulter__John_Merle-1221_APreliminaryRevision.txt-8,Coulter John Merle,
Darroch__Alexander-21419_TheChildrenSome.txt-19,Darroch Alexander,
Darroch__Alexander-21419_TheChildrenSome.txt-1,Darroch Alexander,
Darroch__Alexander-21419_TheChildrenSome.txt-11,Darroch Alexander,
Darroch__Alexander-21419_TheChildrenSome.txt-7,Darroch Alexander,
Darroch__Alexander-21419_TheChildrenSome.txt-0,Darroch Alexander,
Thompson__C__J__S___Charles_John_Samuel_-43840_PoisonRomanceand.txt-16,Thompson C J S  Charles John Samuel ,
Thompson__C__J__S___Charles_John_Samuel_-43840_PoisonRomanceand.txt-5,Thompson C J S  Charles John Samuel ,
Thompson__C__J__S___Charles_John_Samuel_-43840_PoisonRomanceand.txt-0,Thompson C J S  Charles John Samuel ,
Thompson__C__J__S___Charles_John_Samuel_-43840_PoisonRomanceand.txt-13,Thompson C J S  Charles John Samuel ,
Thompson__C__J__S___Charles_John_Samuel_-43840_PoisonRomanceand.txt-1,Thompson C J S  Charles John Samuel ,
Rappoport__A__S___Angelo_Solomon_-17332_HistoryofEgypt.txt-17,Rappoport A S  Angelo Solomon ,
Rappoport__A__S___Angelo_Solomon_-17332_HistoryofEgypt.txt-12,Rappoport A S  Angelo Solomon ,
Rappoport__A__S___Angelo_Solomon_-17332_HistoryofEgypt.txt-19,Rappoport A S  Angelo Solomon ,
Rappoport__A__S___Angelo_Solomon_-17332_HistoryofEgypt.txt-8,Rappoport A S  Angelo Solomon ,
Rappoport__A__S___Angelo_Solomon_-17332_HistoryofEgypt.txt-18,Rappoport A S  Angelo Solomon ,
Smithson__Noble-53026_SmithsonsTheoryof.txt-13,Smithson Noble,
Smithson__Noble-53026_SmithsonsTheoryof.txt-17,Smithson Noble,
Smithson__Noble-53026_SmithsonsTheoryof.txt-4,Smithson Noble,
Smithson__Noble-53026_SmithsonsTheoryof.txt-15,Smithson Noble,
Smithson__Noble-53026_SmithsonsTheoryof.txt-10,Smithson Noble,
Lardner__Dionysius-42602_TheSteamEngine.txt-4,Lardner Dionysius,
Lardner__Dionysius-42602_TheSteamEngine.txt-17,Lardner Dionysius,
Lardner__Dionysius-42602_TheSteamEngine.txt-1,Lardner Dionysius,
Lardner__Dionysius-42602_TheSteamEngine.txt-15,Lardner Dionysius,
Lardner__Dionysius-42602_TheSteamEngine.txt-18,Lardner Dionysius,
London__Lawrence_Foushee-68887_BishopJosephBlount.txt-2,London Lawrence Foushee,
London__Lawrence_Foushee-68887_BishopJosephBlount.txt-19,London Lawrence Foushee,
London__Lawrence_Foushee-68887_BishopJosephBlount.txt-17,London Lawrence Foushee,
London__Lawrence_Foushee-68887_BishopJosephBlount.txt-10,London Lawrence Foushee,
London__Lawrence_Foushee-68887_BishopJosephBlount.txt-6,London Lawrence Foushee,
Bersch__Josef-71219_Themanufactureof.txt-10,Bersch Josef,
Bersch__Josef-71219_Themanufactureof.txt-1,Bersch Josef,
Bersch__Josef-71219_Themanufactureof.txt-0,Bersch Josef,
Bersch__Josef-71219_Themanufactureof.txt-9,Bersch Josef,
Bersch__Josef-71219_Themanufactureof.txt-17,Bersch Josef,
New_York_Central_Railroad_Company-27701_TheGreatestHighway.txt-0,New York Central Railroad Company,
New_York_Central_Railroad_Company-27701_TheGreatestHighway.txt-9,New York Central Railroad Company,
New_York_Central_Railroad_Company-27701_TheGreatestHighway.txt-17,New York Central Railroad Company,
New_York_Central_Railroad_Company-27701_TheGreatestHighway.txt-3,New York Central Railroad Company,
New_York_Central_Railroad_Company-27701_TheGreatestHighway.txt-18,New York Central Railroad Company,
Dawson__John_William__Sir-50767_LifesDawnon.txt-3,Dawson John William Sir,
Dawson__John_William__Sir-42741_TheStoryof.txt-19,Dawson John William Sir,
Dawson__John_William__Sir-67287_RelicsofPrimeval.txt-0,Dawson John William Sir,
Dawson__John_William__Sir-51021_TheGeologicalHistory.txt-10,Dawson John William Sir,
Manucy__Albert_C_-47216_TheBuildingof.txt-10,Manucy Albert C ,
Manucy__Albert_C_-47216_TheBuildingof.txt-7,Manucy Albert C ,
Manucy__Albert_C_-47216_TheBuildingof.txt-1,Manucy Albert C ,
Manucy__Albert_C_-47216_TheBuildingof.txt-4,Manucy Albert C ,
Manucy__Albert_C_-47216_TheBuildingof.txt-0,Manucy Albert C ,
Bassnett__Thomas__1808_-18791_Outlinesofa.txt-12,Bassnett Thomas 1808 ,
Bassnett__Thomas__1808_-18791_Outlinesofa.txt-4,Bassnett Thomas 1808 ,
Bassnett__Thomas__1808_-18791_Outlinesofa.txt-2,Bassnett Thomas 1808 ,
Bassnett__Thomas__1808_-18791_Outlinesofa.txt-5,Bassnett Thomas 1808 ,
Perry__Lawrence-18676_OurNavyin.txt-19,Perry Lawrence,
Perry__Lawrence-18676_OurNavyin.txt-12,Perry Lawrence,
Perry__Lawrence-18676_OurNavyin.txt-4,Perry Lawrence,
Perry__Lawrence-18676_OurNavyin.txt-0,Perry Lawrence,
Perry__Lawrence-18676_OurNavyin.txt-17,Perry Lawrence,
Patterson__Alexander-44479_TheOtherSide.txt-7,Patterson Alexander,
Patterson__Alexander-44479_TheOtherSide.txt-14,Patterson Alexander,
Patterson__Alexander-44479_TheOtherSide.txt-0,Patterson Alexander,
Nosek__Vladimir-9650_IndependentBohemia.txt-8,Nosek Vladimir,
Nosek__Vladimir-9650_IndependentBohemia.txt-2,Nosek Vladimir,
Nosek__Vladimir-9650_IndependentBohemia.txt-11,Nosek Vladimir,
Nosek__Vladimir-9650_IndependentBohemia.txt-7,Nosek Vladimir,
Nosek__Vladimir-9650_IndependentBohemia.txt-19,Nosek Vladimir,
Galilei__Galileo-37729_ADiscoursePresented.txt-3,Galilei Galileo,
Galilei__Galileo-37729_ADiscoursePresented.txt-6,Galilei Galileo,
Galilei__Galileo-37729_ADiscoursePresented.txt-5,Galilei Galileo,
Galilei__Galileo-37729_ADiscoursePresented.txt-4,Galilei Galileo,
Lindsay__Anna_Robertson_Brown-10004_TheWarriors.txt-1,Lindsay Anna Robertson Brown,
Lindsay__Anna_Robertson_Brown-10004_TheWarriors.txt-16,Lindsay Anna Robertson Brown,
Lindsay__Anna_Robertson_Brown-10004_TheWarriors.txt-7,Lindsay Anna Robertson Brown,
Lindsay__Anna_Robertson_Brown-10004_TheWarriors.txt-12,Lindsay Anna Robertson Brown,
Lindsay__Anna_Robertson_Brown-10004_TheWarriors.txt-9,Lindsay Anna Robertson Brown,
Kurella__Hans-61423_CesareLombrosoa.txt-7,Kurella Hans,
Kurella__Hans-61423_CesareLombrosoa.txt-14,Kurella Hans,
Kurella__Hans-61423_CesareLombrosoa.txt-5,Kurella Hans,
Kurella__Hans-61423_CesareLombrosoa.txt-9,Kurella Hans,
Poincaré__Lucien-15207_TheNewPhysics.txt-0,Poincaré Lucien,
Poincaré__Lucien-15207_TheNewPhysics.txt-11,Poincaré Lucien,
Poincaré__Lucien-15207_TheNewPhysics.txt-2,Poincaré Lucien,
Poincaré__Lucien-15207_TheNewPhysics.txt-16,Poincaré Lucien,
Poincaré__Lucien-15207_TheNewPhysics.txt-17,Poincaré Lucien,
Fithian__Philip_Vickers-40044_JournalandLetters.txt-12,Fithian Philip Vickers,
Fithian__Philip_Vickers-40044_JournalandLetters.txt-13,Fithian Philip Vickers,
Brownson__Orestes_Augustus-2053_TheAmericanRepublic.txt-13,Brownson Orestes Augustus,
Brownson__Orestes_Augustus-2053_TheAmericanRepublic.txt-5,Brownson Orestes Augustus,
Brownson__Orestes_Augustus-2053_TheAmericanRepublic.txt-15,Brownson Orestes Augustus,
Brownson__Orestes_Augustus-2053_TheAmericanRepublic.txt-9,Brownson Orestes Augustus,
Brownson__Orestes_Augustus-2053_TheAmericanRepublic.txt-7,Brownson Orestes Augustus,
Clarkson__Thomas-10633_TheHistoryof.txt-12,Clarkson Thomas,
Clarkson__Thomas-12507_TheHistoryof.txt-1,Clarkson Thomas,
Clarkson__Thomas-12507_TheHistoryof.txt-14,Clarkson Thomas,
Clarkson__Thomas-10633_TheHistoryof.txt-2,Clarkson Thomas,
Clarkson__Thomas-12507_TheHistoryof.txt-17,Clarkson Thomas,
Heffron__Ida_Cassa-69493_Lessonsinchalk.txt-11,Heffron Ida Cassa,
Heffron__Ida_Cassa-69493_Lessonsinchalk.txt-3,Heffron Ida Cassa,
Heffron__Ida_Cassa-69493_Lessonsinchalk.txt-10,Heffron Ida Cassa,
Elson__Louis_Charles-66216_CuriositiesofMusic.txt-6,Elson Louis Charles,
Elson__Louis_Charles-66216_CuriositiesofMusic.txt-10,Elson Louis Charles,
Elson__Louis_Charles-66216_CuriositiesofMusic.txt-8,Elson Louis Charles,
Elson__Louis_Charles-66216_CuriositiesofMusic.txt-11,Elson Louis Charles,
Behring__Emil_von-70133_Thesuppressionof.txt-15,Behring Emil von,
Behring__Emil_von-70133_Thesuppressionof.txt-3,Behring Emil von,
Behring__Emil_von-70133_Thesuppressionof.txt-14,Behring Emil von,
Sealsfield__Charles-44268_TheAmericansas.txt-15,Sealsfield Charles,
Sealsfield__Charles-44268_TheAmericansas.txt-12,Sealsfield Charles,
Sealsfield__Charles-44268_TheAmericansas.txt-7,Sealsfield Charles,
Sealsfield__Charles-44268_TheAmericansas.txt-8,Sealsfield Charles,
Sealsfield__Charles-44268_TheAmericansas.txt-2,Sealsfield Charles,
Collins__W__Lucas__William_Lucas_-59887_Virgil.txt-8,Collins W Lucas William Lucas ,
Collins__W__Lucas__William_Lucas_-59887_Virgil.txt-17,Collins W Lucas William Lucas ,
Collins__W__Lucas__William_Lucas_-59887_Virgil.txt-14,Collins W Lucas William Lucas ,
Collins__W__Lucas__William_Lucas_-59887_Virgil.txt-4,Collins W Lucas William Lucas ,
Iyenaga__T___Toyokichi_-36822_Japanandthe.txt-11,Iyenaga T  Toyokichi ,
Iyenaga__T___Toyokichi_-36822_Japanandthe.txt-8,Iyenaga T  Toyokichi ,
Iyenaga__T___Toyokichi_-36822_Japanandthe.txt-6,Iyenaga T  Toyokichi ,
Iyenaga__T___Toyokichi_-36822_Japanandthe.txt-19,Iyenaga T  Toyokichi ,
Mangasarian__M__M___Mangasar_Mugurditch_-45483_TheStoryof.txt-19,Mangasarian M M  Mangasar Mugurditch ,
Mangasarian__M__M___Mangasar_Mugurditch_-45483_TheStoryof.txt-13,Mangasarian M M  Mangasar Mugurditch ,
Mangasarian__M__M___Mangasar_Mugurditch_-45483_TheStoryof.txt-4,Mangasarian M M  Mangasar Mugurditch ,
Mangasarian__M__M___Mangasar_Mugurditch_-45068_TheTruthAbout.txt-1,Mangasarian M M  Mangasar Mugurditch ,
Curtler__W__H__R___William_Henry_Ricketts_-16594_AShortHistory.txt-16,Curtler W H R  William Henry Ricketts ,
Curtler__W__H__R___William_Henry_Ricketts_-16594_AShortHistory.txt-14,Curtler W H R  William Henry Ricketts ,
Curtler__W__H__R___William_Henry_Ricketts_-16594_AShortHistory.txt-11,Curtler W H R  William Henry Ricketts ,
Curtler__W__H__R___William_Henry_Ricketts_-16594_AShortHistory.txt-3,Curtler W H R  William Henry Ricketts ,
Curtler__W__H__R___William_Henry_Ricketts_-16594_AShortHistory.txt-10,Curtler W H R  William Henry Ricketts ,
American_Chemical_Society-61462_Standardmethodsfor.txt-17,American Chemical Society,
American_Chemical_Society-61462_Standardmethodsfor.txt-19,American Chemical Society,
American_Chemical_Society-61462_Standardmethodsfor.txt-11,American Chemical Society,
American_Chemical_Society-61462_Standardmethodsfor.txt-0,American Chemical Society,
Fosdick__Harry_Emerson-40482_TheMeaningof.txt-14,Fosdick Harry Emerson,
Fosdick__Harry_Emerson-40482_TheMeaningof.txt-19,Fosdick Harry Emerson,
Fosdick__Harry_Emerson-40482_TheMeaningof.txt-2,Fosdick Harry Emerson,
Fosdick__Harry_Emerson-40482_TheMeaningof.txt-18,Fosdick Harry Emerson,
Fosdick__Harry_Emerson-40482_TheMeaningof.txt-4,Fosdick Harry Emerson,
Marsh__Sylvester-55930_SectionCutting.txt-15,Marsh Sylvester,
Marsh__Sylvester-55930_SectionCutting.txt-3,Marsh Sylvester,
Marsh__Sylvester-55930_SectionCutting.txt-11,Marsh Sylvester,
Stephenson__Andrew-12638_PublicLandsand.txt-7,Stephenson Andrew,
Stephenson__Andrew-12638_PublicLandsand.txt-11,Stephenson Andrew,
Stephenson__Andrew-12638_PublicLandsand.txt-13,Stephenson Andrew,
Stephenson__Andrew-12638_PublicLandsand.txt-14,Stephenson Andrew,
Stephenson__Andrew-12638_PublicLandsand.txt-8,Stephenson Andrew,
Tod__James-57374_AnnalsandAntiquities.txt-9,Tod James,
Tod__James-57374_AnnalsandAntiquities.txt-13,Tod James,
Tod__James-57374_AnnalsandAntiquities.txt-15,Tod James,
Tod__James-57374_AnnalsandAntiquities.txt-1,Tod James,
Tod__James-57374_AnnalsandAntiquities.txt-19,Tod James,
Hoodless__Adelaide-18097_PublicSchoolDomestic.txt-17,Hoodless Adelaide,
Hoodless__Adelaide-18097_PublicSchoolDomestic.txt-12,Hoodless Adelaide,
Hoodless__Adelaide-18097_PublicSchoolDomestic.txt-1,Hoodless Adelaide,
Hoodless__Adelaide-18097_PublicSchoolDomestic.txt-15,Hoodless Adelaide,
Rathenau__Walther-20936_TheNewSociety.txt-9,Rathenau Walther,
Rathenau__Walther-20936_TheNewSociety.txt-17,Rathenau Walther,
Rathenau__Walther-20936_TheNewSociety.txt-2,Rathenau Walther,
Rathenau__Walther-20936_TheNewSociety.txt-6,Rathenau Walther,
Rathenau__Walther-20936_TheNewSociety.txt-0,Rathenau Walther,
Lipman__Frederick_L___Frederic_Lockwood___1866_-29673_CreatingCapital.txt-5,Lipman Frederick L  Frederic Lockwood  1866 ,
Lipman__Frederick_L___Frederic_Lockwood___1866_-29673_CreatingCapital.txt-3,Lipman Frederick L  Frederic Lockwood  1866 ,
Lipman__Frederick_L___Frederic_Lockwood___1866_-29673_CreatingCapital.txt-6,Lipman Frederick L  Frederic Lockwood  1866 ,
Lipman__Frederick_L___Frederic_Lockwood___1866_-29673_CreatingCapital.txt-0,Lipman Frederick L  Frederic Lockwood  1866 ,
Lipman__Frederick_L___Frederic_Lockwood___1866_-29673_CreatingCapital.txt-1,Lipman Frederick L  Frederic Lockwood  1866 ,
Colyer__Frank-52720_Extractionofthe.txt-9,Colyer Frank,
Colyer__Frank-52720_Extractionofthe.txt-6,Colyer Frank,
Colyer__Frank-52720_Extractionofthe.txt-10,Colyer Frank,
Colyer__Frank-52720_Extractionofthe.txt-1,Colyer Frank,
